"SQ7396",   "A", "0001000", "1610",                                     "SIN"   
"QR007",    "A", "1111111", "730",                                      "DOH"   
"QR003",    "A", "1111111", "740",                                      "DOH"   
"AC854",    "A", "1111111", "915",                                      "YVR"   
"QR005",    "A", "1111111", "740",                                      "DOH"   
"QR009",    "A", "1111111", "720",                                      "DOH"   
"QR011",    "A", "1111111", "740",                                      "DOH"   
"BA182",    "A", "1111111", "650",                                      "JFK"   
"BA118",    "A", "1111111", "1020",                                     "BLR"   
"BA082",    "A", "1111111", "625",                                      "ABV"   
"BA226",    "A", "1111111", "805",                                      "ATL"   
"BA012",    "A", "1111111", "1355",                                     "SIN"   
"BA064",    "A", "1111111", "920",                                      "NBO"   
"BA216",    "A", "1111111", "705",                                      "IAD"   
"BA194",    "A", "1111111", "900",                                      "IAH"   
"BA242",    "A", "1111111", "1025",                                     "MEX"   
"BA192",    "A", "1111111", "905",                                      "DFW"   
"BA294",    "A", "1111111", "745",                                      "ORD"   
"BA270",    "A", "1111111", "1000",                                     "LAS"   
"BA292",    "A", "1111111", "705",                                      "IAD"   
"BA196",    "A", "1111111", "900",                                      "IAH"   
"VS138",    "A", "1111111", "700",                                      "JFK"   
"BA162",    "A", "1111111", "530",                                      "TLV"   
"BA218",    "A", "1111111", "855",                                      "DEN"   
"BA256",    "A", "1111111", "900",                                      "DEL"   
"BA102",    "A", "1111111", "825",                                      "YYC"   
"BA052",    "A", "1111111", "905",                                      "SEA"   
"JJ8084",   "A", "1111111", "1125",                                     "GRU"   
"BA210",    "A", "1111111", "820",                                      "MIA"   
"BA198",    "A", "1111111", "935",                                      "BOM"   
"AC862",    "A", "1111111", "700",                                      "YYZ"   
"AA056",    "A", "1111111", "840",                                      "MIA"   
"BA124",    "A", "1111111", "810",                                      "DOH"   
"VS008",    "A", "1111111", "1030",                                     "LAX"   
"BA092",    "A", "1111111", "720",                                      "YYZ"   
"VS020",    "A", "1111111", "1035",                                     "SFO"   
"VS010",    "A", "1111111", "705",                                      "JFK"   
"VS024",    "A", "1111111", "1015",                                     "LAX"   
"AC850",    "A", "1111111", "840",                                      "YYC"   
"AC868",    "A", "1111111", "700",                                      "YYZ"   
"AA086",    "A", "1111111", "805",                                      "ORD"   
"AA100",    "A", "1111111", "700",                                      "JFK"   
"AA136",    "A", "1111111", "1025",                                     "LAX"   
"NZ002",    "A", "1111111", "2245",                                     "AKL"   
"VS022",    "A", "1111111", "715",                                      "IAD"   
"VS004",    "A", "1111111", "655",                                      "JFK"   
"VS002",    "A", "1111111", "655",                                      "EWR"   
"AA108",    "A", "1111111", "640",                                      "BOS"   
